#  ___  _____  _____  __  __  ____  
# |_ _||_   _|| ____||  \/  |/ ___| 
#  | |   | |  |  _|  | |\/| |\___ \ 
#  | |   | |  | |___ | |  | | ___) |
# |___|  |_|  |_____||_|  |_||____/ 

* Monster Candy
* Croquet Roll 
* Stick
 item_name_4, Bandage 
 scr_torcall_34,  It is difficult to use this  with large hands. 
 scr_torcall_35,  Perhaps I should ask Sans  to transcribe for me. 
 scr_torcall_40,  TORIEL sent you a message. Sans will be typing from  now on. 
 scr_torcall_45,  TORIEL sent you a message. 
 scr_torcall_46,  hey frisk. it's torrrrrieellll 
 scr_torcall_47,  i just baked 1000000 pies. do you want any? 
 scr_torcall_48,  make sure to brush your  teeth before crossing  the street, frisk 
 scr_torcall_53,  TORIEL sent you a message. 
 scr_torcall_54,  I did not say any of that. 
 scr_torcall_59,  TORIEL sent you a message. 
 scr_torcall_60,  Greetings. This is Sans. I love my brother very much. 
 scr_torcall_61,  help im being slandered 
 scr_torcall_66,  TORIEL sent you a message. 
 scr_torcall_67,  This is Sans. Frisk, did you know that I  love to  + '' + get owned? + '' +  
 scr_torcall_68,  I also think Toriel is very  good and fhfjkehfeaufsisf 
 scr_torcall_69,  Excuse me 
 scr_torcall_70,  . 
 scr_torcall_75,  TORIEL sent you a message  titled  + '' + Cat Video. + '' +  
 scr_torcall_76,  Inside, she meticulously  describes a video she saw  of a small, white animal. 
 scr_torcall_77,  There is no link or  attachment to watch it. 
 scr_torcall_82,  TORIEL sent you a message. 
 scr_torcall_83,  Fwd: send this 2 some1 u  care about... or a skeleton  will rattle his bones at u 
 scr_torcall_88,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_89,  Thought you might enjoy this. ]:  
 scr_torcall_90,  It's ASCII art of a snail. 
 scr_torcall_95,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_96,  Undyne and Papyrus want to  cook something together  with me. 
 scr_torcall_97,  Sans is telling me that they  are excellent chefs. 
 scr_torcall_98,  I am excited. ]:  Maybe if you are lucky, you  can have some! 
 scr_torcall_103,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_104,  If Sans and I started a  band, do you know what  we could call it? 
 scr_torcall_105,   + '' + Dreemurr + '' +  and  + '' + Femur. + '' +  L-O-L! 
 scr_torcall_106,  PS - That is only a joke. Do not refer to me as  Dreemurr. 
 scr_torcall_111,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_112,  Undyne is very strong. 
 scr_torcall_113,  Papyrus made a bet with her  that she could not lift  everyone here up. 
 scr_torcall_114,  She could. 
 scr_torcall_115,  The only trouble is that  she did not know how to  put everyone down. 
 scr_torcall_120,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_121,  Alphys is telling me many  interesting facts about  the human world. 
 scr_torcall_122,  Quite a few of them are  wrong, though. 
 scr_torcall_123,  Frisk, you did not tell  her anything funny, did you? ]:  
 scr_torcall_128,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_129,  I heard that using the  computer for too long  is bad for you. 
 scr_torcall_130,  However, I have not seen  you use the computer at all. 
 scr_torcall_129_console,  I heard that playing  video games for too long  is bad for you. 
 scr_torcall_130_console,  However, I have not seen  you playing video games  at all. 
 scr_torcall_131,  You must be very healthy! How nice. 
 scr_torcall_136,  TORIEL sent you a message. Dear Frisk, 
 scr_torcall_137,  I think I may have to turn  off the phone for now. 
 scr_torcall_138,  Your friends are all very  lovely people! 
 scr_torcall_139,  I think I will spend this  time getting to know  them better. 
 scr_torcall_140,  Be good, alright? 
 scr_torcall_141,  Sincerely, Toriel. 
 scr_torcall_144,  Toriel has not sent any  more messages. 
 scr_torcall_146,  Toriel has not sent any  more messages. 
 papyrus_armor_0, BEPIS. 
 papyrus_armor_4, GROSS BANDAGE 
 papyrus_armor_12, FADED RIBBON 
 papyrus_armor_15, BANDANNA 
 papyrus_armor_24, DUSTY TUTU 
 weekday_error, Error 
 weekday_0, Sunday 
 weekday_1, Monday 
 weekday_2, Tuesday 
 weekday_3, Wednesday 
 weekday_4, Thursday 
 weekday_5, Friday 
 weekday_6, Saturday 
 recover_hp,  You recovered \[1] HP! 
 recover_hp_max,  Your HP was maxed out. 
 item_menub_header,      
 item_menub_page1,                      PAGE 1 
 item_menub_page2,                      PAGE 2 
 battle_mercy_spare,     Spare 
 battle_mercy_flee,     Flee 
 battle_name_header,      
 battle_name_a,  A 
 battle_name_b,  B 
 battle_name_c,  C 
 field_menu_item, ITEM 
 field_menu_stat, STAT 
 field_menu_cell, CELL 
 item_menu_use, USE 
 item_menu_info, INFO 
 item_menu_drop, DROP 
 stat_menu_name, '' + \[C] + '' 
 stat_menu_namehack, Easy to#change,#huh? 
 stat_menu_lv, LV  \[1] 
 stat_menu_hp, HP  \[1]  \[2] 
 stat_menu_at, AT  \[1] \[2] 
 stat_menu_df, DF  \[1] \[2] 
 stat_menu_weapon, WEAPON: \[1] 
 stat_menu_armor, ARMOR: \[1] 
 stat_menu_gold, GOLD: \[G] 
 stat_menu_kills, KILLS: \[1] 
 stat_menu_exp, EXP: \[1] 
 stat_menu_next, NEXT: \[1] 
 stat_armor_temmie, Temmie Armor 
 save_menu_empty, EMPTY 
 save_menu_lv, LV \[1] 
 save_menu_time, \[1]:\[2] 
 save_menu_save, Save 
 save_menu_return, Return 
 save_menu_saved, File saved. 
 title_press_button_pc, [PRESS Z OR ENTER] 
 title_press_button_console, [PRESS ANY BUTTON] 
 instructions_title,  --- Instruction --- 
 instructions_confirm_key, [Z or ENTER] 
 instructions_confirm_label, Confirm 
 instructions_cancel_key, [X or SHIFT] 
 instructions_cancel_label, Cancel 
 instructions_menu_key, [C or CTRL] 
 instructions_menu_label, Menu In-game 
 instructions_fullscreen_key, [F4] 
 instructions_fullscreen_label, Fullscreen 
 instructions_quit_key, [Hold ESC] 
 instructions_quit_label, Quit 
 instructions_hp0, When HP is 0, you lose. 
 instructions_begin, Begin Game 
 settings_name, Settings 
 name_entry_title, Name the fallen human. 
 name_entry_quit, Quit 
 name_entry_backspace, Backspace 
 name_entry_done, Done 
 name_entry_confirm, Is this name correct? 
 name_entry_missing, You must choose a name. 
 name_entry_hardmode, WARNING: This name will#make your life hell.#Proceed anyway? 
 name_entry_already, A name has already#been chosen. 
 name_entry_goback, Go back 
 load_menu_continue, Continue 
 load_menu_reset, Reset 
 load_menu_truereset, True Reset 
 flowey_load_name, Flowey 
 flowey_load_lv, LV 9999 
 flowey_load_time, 9999:99 
 flowey_load_room, My World 
 flowey_load_continue, Continue 
 flowey_load_restart, Restart 
 roomname_0, -- 
 roomname_ruins1, Ruins - Entrance 
 roomname_ruins7, Ruins - Leaf Pile 
 roomname_ruins12A, Ruins - Mouse Hole 
 roomname_ruins19, Ruins - Home 
 roomname_tundra1, Snowdin - Ruins Exit 
 roomname_tundra3, Snowdin - Box Road 
 roomname_tundra_spaghetti, Snowdin - Spaghetti 
 roomname_tundra_lesserdog, Snowdin - Dog House 
 roomname_tundra_town, Snowdin - Town 
 roomname_water2, Waterfall - Checkpoint 
 roomname_water4, Waterfall - Hallway 
 roomname_water_savepoint1, Waterfall - Crystal 
 roomname_water_preundyne, Waterfall - Bridge 
 roomname_water_trashsavepoint, Waterfall - Trash Zone 
 roomname_water_friendlyhub, Waterfall - Quiet Area 
 roomname_water_temvillage, Waterfall - Temmie Village 
 roomname_water_undynefinal, Waterfall - Undyne Arena 
 roomname_fire_mewmew2, Hotland - Bad Opinion Zone 
 roomname_fire_prelab, Hotland - Laboratory Entrance 
 roomname_fire6, Hotland - Magma Chamber 
 roomname_fire_savepoint1, Hotland - Core View 
 roomname_fire_savepoint2, Hotland - Spider Entrance 
 roomname_fire_hotellobby, Hotland - Hotel Lobby 
 roomname_fire_core_branch, Hotland - Core Branch 
 roomname_fire_core_premett, Hotland - Core End 
 roomname_castle_elevatorout, Castle Elevator 
 roomname_castle_front, New Home 
 roomname_sanscorridor, Last Corridor 
 roomname_castle_finalshoehorn, Throne Entrance 
 roomname_castle_throneroom, Throne Room 
 roomname_castle_prebarrier, The End 
 roomname_truelab_hub, True Laboratory 
 roomname_truelab_bedroom, True Lab - Bedroom 
 room_fire_lab2_94,  The wardrobe is full of  dirty lab coats... And a single clean dress. 
 room_fire_lab2_95,  It's a lamp with pink fish  on the lampshade. There's no lightbulb. 
 room_fire_lab2_96_0,  There are letters from many  monsters here... Froggit, Snowy, Doggo... 
 room_fire_lab2_96_1,  They're all unopened. 
 room_fire_lab2_97_0,  Looks like Alphys's work  table. Seems dusty. 
 room_fire_lab2_97_1,  Looks like Mettaton is  undergoing repairs. 
 obj_sistertext_28, It's good to be#with my sister again.  
 obj_shyrensisternpc_74, Part of me wants to#see my new  + '' + brother + '' + #Aaron.  
 obj_shyrensisternpc_75, But most other parts#of me... don't.  
 soundtest_welcome, Welcome to the Sound Test!#Listen to all your favorites.#Press Left or Right to select.#Press \Z to play a song.# 
 soundtest_title, SOUND TEST 
 soundtest_track_happytown, Happy Town 
 soundtest_track_meatfactory, Meat Factory 
 soundtest_track_troubledingle, Trouble Dingle 
 soundtest_track_him, Gaster's Theme 
 soundtest_thanks, Thanks for your feedback!#Be seeing you soon! 
 title_by, By Toby Fox 
 settings_title, SETTINGS 
 settings_language, LANGUAGE 
 settings_language_en, ENGLISH 
 settings_language_ja, JAPANESE 
 settings_button, BUTTON CONFIG 
 settings_button_confirm, CONFIRM 
 settings_button_cancel, CANCEL 
 settings_button_menu, MENU 
 settings_button_separator,  ::  
 settings_border, BORDER 
 settings_border_none, NONE 
 settings_border_1, Simple 
 settings_border_2, Sepia 
 settings_border_3, Dynamic 
 settings_border_4, Ruins 
 settings_border_5, Snowdin 
 settings_border_6, Waterfall 
 settings_border_7, Hotland 
 settings_border_8, Castle 
 settings_border_9, True Lab 
 settings_border_10, Beauty 
 settings_joyconfig, Joystick Config 
 joyconfig_title, JOYSTICK CONFIG 
 joyconfig_exit, EXIT 
 joyconfig_button_confirm, CONFIRM 
 joyconfig_button_cancel, CANCEL 
 joyconfig_button_menu, MENU 
 joyconfig_prompt_button, PUSH BUTTON 
 joyconfig_analog_sens, ANALOG SENSITIVITY: 
 joyconfig_analog_sens_sq, ANALOG SENSITIVITY SENSITIVITY: 
 joyconfig_dir_choice, DIR CHOICE: 
 joyconfig_dir_normal, NORMAL 
 joyconfig_dir_analog, ANALOG ONLY 
 joyconfig_dir_pov, POV ONLY 
 joyconfig_reset, RESET TO DEFAULT 
 joyconfig_resetted, RESETTED... 
 joyconfig_spaghetted, SPAGHETTI... 
 joyconfig_test, CONTROL TEST 
 joyconfig_fun_winter, cold outside#but stay warm#inside of you 
 joyconfig_fun_spring, spring time#back to school 
 joyconfig_fun_summer, try to withstand#the sun's life-#giving rays 
 joyconfig_fun_fall, sweep a leaf#sweep away a#troubles 
 damage_special_0, Don't worry about it. 
 damage_special_1, Absorbed 
 damage_special_2, I'm lovin' it. 
 damage_special_3, But it didn't work. 
 damage_special_4, nope 
 damage_special_5, FAILURE 
 obj_signspider_100, Up Next 
 obj_truechara_erase, ERASE 
 obj_truechara_donot, DO NOT 
 hardmode_end_1, HARD MODE 
 hardmode_end_2, Coming... 
 hardmode_end_3, Maybe, 
 hardmode_end_4, Eh. don't count on it. 
 elevator_l1f, Left Floor 1 
 elevator_r1f, Right Floor 1 
 elevator_l2f, Left Floor 2 
 elevator_r2f, Right Floor 2 
 elevator_l3f, Left Floor 3 
 elevator_r3f, Right Floor 3 
 elevator_cancel, Cancel 
 itembox_title_inventory, INVENTORY 
 itembox_title_box, BOX 
 itembox_close, Press \X to Finish 
 item_drop_27,  You put the dog on the  ground. 
 item_drop_54,  You threw the Bad Memory  away. But it came back. 
 item_drop_56,  Despite what seems like  common sense, you threw  away the letter. 
 item_drop_56_undyne,  Hey! Don't throw that  away! Just deliver it! 
 item_drop_57,  The letter is too powerful to  throw away. It gets the better of you. 
 labtv_tape1, Tape 1 
 labtv_tape2, Tape 2 
 labtv_tape3, Tape 3 
 labtv_tape4, Tape 4 
 labtv_tape5, Tape 5 
 labtv_cancel, Cancel 
 flowey_save, FILE \[1] SAVED 
 flowey_load, FILE \[1] LOADED 
 flowey_load_failed, LOAD FAILED 
 flowey_haha, HAHAHAHAHAHAHAHAHAHAHAHAHA 
 obj_bringitinguys_298, You can#do it! 
 obj_bringitinguys_314, Ribbit. 
 obj_bringitinguys_329, You've#GOT to#win! 
 obj_bringitinguys_355, We're#with you#too! 
 obj_bringitinguys_371, C'mon,#you got#this! 
 obj_bringitinguys_387, La la#la la! 
 credits_theend_fake, THE END 
 credits_specialthanks, SPECIAL THANKS 
 credits_touched, TOUCHED CREDITS 
 credits_door, Incredible work.#Somewhere, felt a#door opening...! 
 credits_finalthanks, Thanks to friends and#family for supporting us.#And UNDERTALE TEAM thanks#you, the player, from#the bottom of our hearts.#Without you, all of this#would be impossible.# #Good night. 
 castroll_title,  CAST  
 castroll_by_toby, by Toby 
 castroll_by_toby_2, by Toby...? 
 castroll_by_toby_and_temmie, by Toby  Temmie 
 castroll_by_temmie, by Temmie 
 castroll_by_temmie_2, by Temmie reluctantly 
 castroll_by_temmie_and_toby, by Temmie  Toby 
 castroll_by_magnolia_porter, by Magnolia Porter 
 castroll_by_magnolia_porter_and_toby, by Magnolia Porter and Toby??? 
 castroll_by_michelle, by Michelle 
 castroll_name_froggit, FROGGIT 
 castroll_white_froggit, Pondering#Life 
 castroll_yellow_froggit, Professional#Frog 
 castroll_name_whimsun, WHIMSUN 
 castroll_white_whimsun, Still A Bit#Guilty 
 castroll_yellow_whimsun, Braver Every#Day  
 castroll_name_moldsmal, MOLDSMAL 
 castroll_white_moldsmal, Found a New#Cave 
 castroll_yellow_moldsmal, Backup Dancer 
 castroll_name_loox, LOOX 
 castroll_white_loox, Slightly#Bully-like 
 castroll_yellow_loox, Reformed#Bully 
 castroll_name_vegetoid, VEGETOID 
 castroll_white_vegetoid, Pushy Grocer 
 castroll_yellow_vegetoid, Popular#Nutritionist 
 castroll_name_migosp, MIGOSP 
 castroll_white_migosp, Dedicated#Yesman 
 castroll_yellow_migosp, Casually#Enjoys Life 
 castroll_name_napstablook, NAPSTABLOOK 
 castroll_white_napstablook, Zzzzzzz... 
 castroll_yellow_napstablook, Spooky DJ 
 castroll_name_snowdrake, SNOWDRAKE 
 castroll_white_snowdrake, Still Looking#For Laughs 
 castroll_yellow_snowdrake, Semi-successful#Comedian 
 castroll_name_icecap, ICECAP 
 castroll_white_icecap, Thinking#About Its Hat 
 castroll_yellow_icecap, Fashion#Designer 
 castroll_name_gyftrot, GYFTROT 
 castroll_white_gyftrot, Finding Peace#And Quiet 
 castroll_yellow_gyftrot, Christmas#Display 
 castroll_name_doggo, DOGGO 
 castroll_white_doggo, Believes In The#Almighty Stick 
 castroll_yellow_doggo, Has His Own#Seeing Eye Dog 
 castroll_name_dogamy, DOGAMY  DOGARESSA 
 castroll_white_dogamy, Still Thinking#About That Stick 
 castroll_yellow_dogamy, Finally No. 1 Nose#Nuzzle Champions 
 castroll_name_lesserdog, LESSER DOG 
 castroll_white_lesserdog, Searching For#Affection 
 castroll_yellow_lesserdog, Found A Loving#Owner 
 castroll_name_greaterdog, GREATER DOG 
 castroll_white_greaterdog, Unaware of Life's#Changes 
 castroll_yellow_greaterdog, Excited by Life's#Changes 
 castroll_name_aaron, AARON 
 castroll_white_aaron, Still Flexing 
 castroll_yellow_aaron, Paranormal#Investigator 
 castroll_name_moldbygg, MOLDBYGG 
 castroll_white_moldbygg, Wistfully Adjusting#to City Life 
 castroll_yellow_moldbygg, Idyllic Life#on the Beach 
 castroll_name_woshua, WOSHUA 
 castroll_extra_woshua, Inspired by OMOCAT 
 castroll_white_woshua, Normal#Janitor 
 castroll_yellow_woshua, Legendary#Janitor 
 castroll_name_temmie, TEMMIE 
 castroll_extra_temmie, Temmie 
 castroll_white_temmie, Temmie 
 castroll_yellow_temmie, Temmie 
 castroll_name_maddummy, MAD DUMMY 
 castroll_white_maddummy, Changed Name to#Angry Dummy 
 castroll_yellow_maddummy, Calmed Down...#Just a Bit 
 castroll_name_shyren, SHYREN 
 castroll_white_shyren, Taking Piano#Lessons Again 
 castroll_yellow_shyren, Released Her First Hit Single,# + '' + When You Say Goodbye#It's Like Magical Bullets#Are Slowly Flying Out of#Your Mouth And Hitting Me + '' 
 castroll_name_vulkin, VULKIN 
 castroll_white_vulkin, Strolling#Happily 
 castroll_yellow_vulkin, Encouraging#Space Heater 
 castroll_name_tsunderplane, TSUNDERPLANE 
 castroll_white_tsunderplane, New Student#At School 
 castroll_yellow_tsunderplane, Finally Confesses#What!? I don't!! 
 castroll_name_pyrope, PYROPE 
 castroll_white_pyrope, Continually#In Trouble 
 castroll_yellow_pyrope, Candle In The#World's Largest#Birthday Cake 
 castroll_name_muffet, MUFFET 
 castroll_white_muffet, Trying To Make#Spider Ends Meet 
 castroll_yellow_muffet, Spider Success#With a New Bakery 
 castroll_name_royalguards, ROYAL GUARDS 
 castroll_white_royalguards, Use Your#Imagination 
 castroll_yellow_royalguards, Use Your#Imagination 
 castroll_name_finalfroggit, FINAL FROGGIT 
 castroll_white_finalfroggit, Searching For#Life's Meaning 
 castroll_yellow_finalfroggit, Giving Life#Its Own Meaning 
 castroll_name_whimsalot, WHIMSALOT 
 castroll_white_whimsalot, Fighting For#The Future 
 castroll_yellow_whimsalot, The Long Battle#Finally Ending... 
 castroll_name_astigmatism, ASTIGMATISM 
 castroll_white_astigmatism, Still A Big#Bully 
 castroll_yellow_astigmatism, Domineering#Glasses Seller 
 castroll_name_madjick, MADJICK 
 castroll_white_madjick, Learning#Bowling 
 castroll_yellow_madjick, Street#Magician 
 castroll_name_knightknight, KNIGHT KNIGHT 
 castroll_white_knightknight, Retail Job 
 castroll_yellow_knightknight, Taking a Well-#Deserved Nap 
 castroll_name_amalgamates, AMALGAMATES 
 castroll_extra_amalgamates, ?????? 
 castroll_white_amalgamates, Living With#Their Families,#Thinking About#Sticks 
 castroll_yellow_amalgamates, Living With#Their Families 
 credits_short_160, By Toby Fox 
 credits_short_165, Logo Design#Cutscene Artist#Overworld Artist+#Animator Area 1,2,3#Shop Artist Area 2,3#Tile Artist Area 2 
 credits_short_167, Temmie Chang 
 credits_short_173, Tile Artist Area3+4#And Hypertester 
 credits_short_175, Kenju 
 credits_short_178, Main BG Artist 
 credits_short_180, Merrigo 
 credits_short_183, Assistant Monster Designer 
 credits_short_185, Magnolia Porter 
 credits_short_186, Original Temmie Monster Design Sketch 
 credits_short_187, Betty Kwong 
 credits_short_193, Extra Art and Testing 
 credits_short_195, Gigi DG#Chess#Clairevoire 
 credits_short_199, Misc. Art 
 credits_short_201, Easynam Tile Area 1#Guzusuru Asgore Spear Reveal 
 credits_short_205, Guest Monster Designs 
 credits_short_207, '' + Muffet + '' +  - Michelle Czajkowski# + '' + Woshua + '' +  - Inspired by OMOCAT 
 credits_short_219, Photoshop#Flowey Battle Co-design 
 credits_short_221, Everdraed 
 credits_short_224, Programming Help 
 credits_short_226, Flashygoodness#Leon Arnott 
 credits_short_229, Other Monster Designs 
 credits_short_231, Mike Reid#Samael 
 credits_short_240, Guest NPC Concepts 
 credits_short_242, Mushroom  + '' + Ragel + '' +  - Alexander Sward# + '' + Sam Byool + '' +  - Ahmed Almutawa#Bah!  + '' + Puzzle Guy + '' +  - Summer Wine#Stars..?  + '' + Loren + '' +  - Colin MacDougall#Comedian Dad - Braxton Harris 
 credits_short_246, Guitar 
 credits_short_248, Stephanie MacIntire 
 credits_short_251, Bratty  Catty Help 
 credits_short_253, IPGD 
 credits_short_loc1_1, Japanese Localization 
 credits_short_loc1_1_console, Japanese Localization +#PS4Vita Conversions 
 credits_short_loc1_1a, 8-4, Ltd. 
 credits_short_loc1_2, Producer 
 credits_short_loc1_2a, John Ricciardi 
 credits_short_loc1_3, Coordinator 
 credits_short_loc1_3a, Justin  + '' + JJ + '' +  Epperson 
 credits_short_loc1_4, Translator 
 credits_short_loc1_4a, Keiko Fukuichi 
 credits_short_loc2_1, Localization Support 
 credits_short_loc2_1a, Brian Gray 
 credits_short_loc2_1b, D. Scott Miller 
 credits_short_loc2_1c, Nozomi Oshima 
 credits_short_loc2_1d, 8-4 All Staff 
 credits_short_loc2_2, Japanese Graphics 
 credits_short_loc2_2a, 256graph 
 credits_short_loc2_3, Physical + Collector's Editions 
 credits_short_loc2_3a, Fangamer 
 credits_short_loc2_4, Sepia + Area-Themed Borders 
 credits_short_loc2_4a, Temmie Chang 
 credits_short_test_0, Testers 
 credits_short_test_1, Graeme Howard 
 credits_short_test_2, Brian Carmody 
 credits_short_test_3, Derek Carmody 
 credits_short_test_4, Kevin Chitester 
 credits_short_test_5, Michael Ferguson 
 credits_short_test_6, Clyde  + '' + Tomato + '' +  Mandelin 
 credits_short_test_7, Heidi Mandelin 
 credits_short_test_8, Adil Mohyuddin 
 credits_short_test_9, Jack Murphy 
 credits_short_test_10, Jenna Post 
 credits_short_test_11, Christopher Warriner 
 credits_short_thanks_0, Special Thanks 
 credits_short_thanks_1, Reid Young 
 credits_short_thanks_2, Graeme Howard 
 credits_short_thanks_3, Audrey Waner 
 credits_short_thanks_4, Sarah Podzorski 
 credits_short_thanks_5, Brian Coia 
 credits_short_thanks_6, Hiroko Minamoto 
 credits_short_thanks_7, Ryan Alyea 
 credits_short_thanks_8, Mark MacDonald 
 credits_short_thanks_9, Everdraed 
 credits_short_thanks_10, Yutaka Ohbuchi 
 credits_short_thanks_11, Fangamer 
 credits_short_thanks_12, Hato Moa 
 credits_short_thanks_1_console, Reid Young 
 credits_short_thanks_2_console, Graeme Howard 
 credits_short_thanks_3_console, Audrey Waner 
 credits_short_thanks_4_console, Sarah Podzorski 
 credits_short_thanks_5_console, Brian Coia 
 credits_short_thanks_6_console, Hiroko Minamoto 
 credits_short_thanks_7_console, Ryan Alyea 
 credits_short_thanks_8_console, Mark MacDonald 
 credits_short_thanks_9_console, Everdraed 
 credits_short_thanks_10_console, Yutaka Ohbuchi 
 credits_short_thanks_11_console, Kyle Hebert 
 credits_short_thanks_12_console, Hato Moa 
 credits_short_thanks_13_console, Truant Pixel 
 credits_short_thanks_14_console, All SIE Staff 
 credits_short_thanks_last_1, Fontworks Inc. 
 credits_short_thanks_last_2, Yutaka Sato Happy Ruika 
 mettnews_ticker_1, MTT-BRAND STILL TOP-RATED    ||    SCHOOL CANCELLED OVER REACTIVATED PUZZLES    ||      
 mettnews_ticker_2, SCIENTIST DISCOVERS HEALTH BENEFITS OF USING COMPUTER JUST KIDDING LOL   ||      
 mettnews_ticker_3, LOCAL METTATON VERY RICH FAMOUS AND GORGEOUS ||     
 mettnews_ticker_4, TINY VOLCANO MONSTER TRIES ITS BEST, RECEIVES TINY APPLAUSE ||     
 mettnews_ticker_5, PYROPE IRONICALLY MISSES INVITATION TO THIS SCENARIO  + '' + WOULD HAVE LOVED IT + '' +   ||     
 mettnews_ticker_6, LOCAL PLANE CREATES HUGE LINE AT STORE BY SAYING  + '' + IT'S NOT LIKE I WANT TO BUY THESE PRODUCTS OR ANYTHING + '' +  CASHIER CONFUSED   ||      
 mettnews_ticker_7, HOTLAND TECHNICAL MALFUNCTIONS ACCEDE AND RECEDE IN LINEAR PROGRESSION THROUGHOUT AREA  ||      
 mettnews_ticker_8, WOSHUA CLEANS UP LOCAL CRIME, LITERALLY FINDS CRIMINALS AND DOUSES THEM IN SOAP, CRIME DOESN'T GO DOWN BUT IT SMELLS AMAZING   ||    
 mettnews_ticker_9, HISTORIC NEWS TICKER HEADLINE SHORTAGE ||      
 mettnews_ticker_doom_start, 120 SECONDS LEFT! DEFUSE 6 BOMBS! 
 mettnews_ticker_doom_timeleft, \[1] SECONDS LEFT! 
 mettnews_ticker_doom_bombsleft,  \[1] BOMBS LEFT! 
 mettnews_ticker_doom1,  HURRY UP! 
 mettnews_ticker_doom2,  TIME'S RUNNING OUT! 
 mettnews_ticker_doom3,  DO YOUR BEST! 
 mettnews_ticker_doom4,  SPEED UP! 
 mettnews_ticker_doom5,  RUN! RUN! RUN! 
 mettnews_ticker_doom6,  GIVE IT YOUR ALL! 
 mettnews_ticker_doom7,  DON'T WAIT UP! 
 mettnews_timer, TIME:\[1] 
 mett_ratings, RATINGS \[1] 
 mett_essay_prompt_pc, ESSAY PROMPT:#What do you#love most about#Mettaton?#No X or Z 
 mett_essay_prompt_console, ESSAY PROMPT: What do you love most about Mettaton? 
 mett_essay_start, [START TYPING] 
 mett_essay_timeup, TIME UP!!! 
 obj_golddisplay_42, $ - \[G]G 
 obj_golddisplay_44, SPACE - \[1]8 
 shop_buy, Buy 
 shop_sell, Sell 
 shop_talk, Talk 
 shop_exit, Exit 
 shop_exit_submenu, Exit 
 shop_take, Take 
 shop_steal, Steal 
 shop_read, Read 
 shop_buy_list, \[1]G - \[2] 
 shop_buy_soldout, --- SOLD OUT --- 
 shop_buy_prompt1, Buy it for 
 shop_buy_prompt2, \[1]G ? 
 shop_take_prompt, Take it. 
 shop1_itemdesc_14, Weapon: 5AT#\[1] AT#Slap 'em. 
 shop1_itemdesc_15, Armor: 7DF#\[2] DF#It has abs#on it. 
 shop1_itemdesc_19, Heals 11HP x 2#Eat it twice! 
 shop1_itemdesc_21, Heals 22HP#It's my own#recipe. 
 shop1_talk1_title, Say hello 
 shop1_talk2_title, What to do here 
 shop1_talk3_title, Town history 
 shop1_talk4_title, Your life 
 shop1_talk5_title, What happened 
 shop1_talk6_title, Human 
 shop1_talk7_title, Ruins 
 shop1_talk8_title, Future 
 shop2_itemdesc_37, Heals 18HP#Looks#like a#crab. 
 shop2_itemdesc_41, Heals 10HP#SPEED#up in#battle. 
 shop2_itemdesc_44, Armor: 5DF#\[2] DF#Invincible#longer 
 shop2_itemdesc_45, Weapon: 2AT#\[1] AT#Invincible#longer 
 shop2_talk1_title, About yourself 
 shop2_talk2a_title, That emblem 
 shop2_talk2b_title, Emblem's meaning NEW 
 shop2_talk2c_title, The prophecy NEW 
 shop2_talk2d_title, The prophecy 
 shop2_talk3_title, The King 
 shop2_talk4_title, About Undyne 
 shop2_talk5_title, Fluffybuns Why? 
 shop2_talk6_title, Is ASGORE a goat 
 shop2_talk7_title, ASGORE and TORIEL 
 shop2_talk8_title, Undyne 
 shop2_talk9_title, Fate 
 shop2_talk10_title, Threat 
 shop2_talk11_title, Fight 
 shop2_talk12_title, Hero 
 shop3_itemdesc_59, Heals 17HP#Has a big#bite out of#it. 
 shop3_itemdesc_49, Weapon: 12AT#\[1] AT#Bullets NOT#included. 
 shop3_itemdesc_48, Armor: 12DF#\[2] DF#ATTACK up#when worn. 
 shop3_itemdesc_60, ?????#Probably#to someone's#house LOL 
 shop3_itemdesc_soldout, SOLD OUT! 
 shop3_talk1a_title, About you two 
 shop3_talk1b_title, Burgerpants NEW 
 shop3_talk1c_title, More Burgerpants NEW 
 shop3_talk1d_title, B.Pants Hangout? NEW 
 shop3_talk1e_title, That Kind of Guy NEW 
 shop3_talk2a_title, About your wares 
 shop3_talk2b_title, Origin of wares NEW 
 shop3_talk2c_title, Origin of garbage NEW 
 shop3_talk2d_title, Origin of garbage 
 shop3_talk3a_title, About Mettaton 
 shop3_talk3b_title, Origin of Mettaton NEW 
 shop3_talk3c_title, About Mettaton OLD??? 
 shop3_talk4a_title, About Alphys 
 shop3_talk4b_title, Royal Scientist NEW 
 shop3_talk4c_title, About ASGORE NEW 
 shop3_talk4d_title, About ASGORE 
 shop3_talk5_title, Freedom 
 shop3_talk6_title, I'm a human 
 shop3_talk7_title, Future 
 shop3_talk8_title, Do You Like Cats 
 shop4_itemdesc_42, Heals 14HP#Very popular#food. 
 shop4_itemdesc_40, Heals 27HP#Very popular#food. 
 shop4_itemdesc_43, Heals 40HP#Hero Sandwich.#ATTACK UP#in battle. 
